kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 98 : 998 11074 0 0 0 0 0 0 0 
_1.ptx 298 : 6144 114048 0 0 0 0 0 0 0 
_1.ptx 99 : 998 10107 0 0 0 0 0 0 0 
_1.ptx 299 : 6144 36864 0 0 0 0 0 0 0 
_1.ptx 100 : 998 11106 0 0 0 0 0 0 0 
_1.ptx 300 : 6144 67968 0 0 0 0 0 0 0 
_1.ptx 101 : 998 2994 0 0 0 0 0 0 0 
_1.ptx 301 : 6144 45440 0 0 0 0 0 0 0 
_1.ptx 102 : 998 7146 0 0 0 0 0 0 0 
_1.ptx 302 : 6144 18432 0 0 0 0 0 0 0 
_1.ptx 303 : 6144 46048 0 0 0 0 0 0 0 
_1.ptx 304 : 6144 49376 0 0 0 0 0 0 0 
_1.ptx 305 : 6144 36224 0 0 0 0 0 0 6 
_1.ptx 106 : 29790 178968 0 0 0 0 0 0 0 
_1.ptx 306 : 144 864 0 0 0 0 0 0 0 
_1.ptx 108 : 29790 2962054 0 0 0 0 0 0 0 
_1.ptx 309 : 6000 71824 0 0 0 0 0 0 0 
_1.ptx 110 : 29790 328158 0 0 0 0 0 0 0 
_1.ptx 310 : 6000 22488 0 0 0 0 0 0 0 
_1.ptx 111 : 29790 3700708 17312 0 0 27689 2907 0 0 
_1.ptx 311 : 6000 66080 0 0 0 0 0 0 0 
_1.ptx 312 : 6000 41712 0 0 0 378 192 0 0 
_1.ptx 113 : 29790 4236751 71296 0 0 28872 2907 0 0 
_1.ptx 313 : 6000 71024 0 0 0 0 0 0 0 
_1.ptx 114 : 29790 298553 0 0 0 0 0 0 0 
_1.ptx 314 : 6000 66736 0 0 0 0 0 0 0 
_1.ptx 115 : 29790 299667 0 0 0 0 0 0 0 
_1.ptx 315 : 6000 77600 0 0 0 732 192 0 0 
_1.ptx 116 : 29790 238530 0 0 0 0 0 0 0 
_1.ptx 316 : 6000 48816 0 0 0 0 0 0 0 
_1.ptx 117 : 29790 172903 0 0 0 0 0 0 694 
_1.ptx 317 : 6000 15717 0 0 0 0 0 0 72 
_1.ptx 120 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 320 : 5726 41523 0 0 0 0 0 0 0 
_1.ptx 321 : 5726 63666 0 0 0 0 0 0 0 
_1.ptx 323 : 5726 45083 0 0 0 0 0 0 0 
_1.ptx 325 : 5726 63381 0 0 0 0 0 0 0 
_1.ptx 326 : 5726 57056 0 0 0 820 323 0 0 
_1.ptx 327 : 5726 46557 0 0 0 0 0 0 0 
_1.ptx 328 : 5726 14231 0 0 0 0 0 0 176 
_1.ptx 331 : 6000 42856 0 0 0 0 0 0 0 
_1.ptx 332 : 6000 66704 0 0 0 0 0 0 0 
_1.ptx 333 : 6000 97792 0 0 0 378 192 0 0 
_1.ptx 336 : 6144 37568 0 0 0 0 0 0 0 
_1.ptx 139 : 92160 552960 0 0 0 0 0 0 0 
_1.ptx 140 : 92160 552960 0 0 0 0 0 0 0 
_1.ptx 141 : 92160 1977056 0 0 0 0 0 0 0 
_1.ptx 142 : 92160 592576 0 0 0 0 0 0 0 
_1.ptx 143 : 92160 1125408 0 0 0 0 0 0 0 
_1.ptx 144 : 92160 852832 0 0 0 0 0 0 0 
_1.ptx 145 : 92160 1604832 0 0 0 0 0 0 0 
_1.ptx 146 : 92160 2392896 0 0 0 0 0 0 0 
_1.ptx 147 : 92160 790752 0 0 0 0 0 0 0 
_1.ptx 148 : 92160 646712 0 0 0 0 0 0 6 
_1.ptx 149 : 2790 20900 0 0 0 0 0 0 0 
_1.ptx 152 : 89370 746162 0 0 0 0 0 0 0 
_1.ptx 153 : 89370 1026206 0 0 0 0 0 0 0 
_1.ptx 155 : 89370 284590 0 0 0 0 0 0 0 
_1.ptx 157 : 89370 748223 0 0 0 0 0 0 0 
_1.ptx 158 : 89370 845378 0 0 0 0 0 0 0 
_1.ptx 159 : 89370 740912 0 0 0 0 0 0 0 
_1.ptx 160 : 89370 0 0 0 0 0 0 0 0 
_1.ptx 161 : 89370 1044907 0 0 0 0 0 0 0 
_1.ptx 162 : 89370 1525690 0 0 0 0 0 0 0 
_1.ptx 163 : 89370 654486 0 0 0 0 0 0 0 
_1.ptx 166 : 178740 1784100 0 0 0 0 0 0 0 
_1.ptx 168 : 178740 1991019 0 0 0 0 0 0 0 
_1.ptx 169 : 178740 18488794 0 0 0 11172 5592 0 0 
_1.ptx 170 : 178740 1111495 0 0 0 0 0 0 0 
_1.ptx 171 : 178740 1472800 0 0 0 0 0 0 0 
_1.ptx 172 : 178740 630542 0 0 0 0 0 0 1515 
_1.ptx 174 : 83460 858042 0 0 0 0 0 0 0 
_1.ptx 175 : 83460 2396160 0 0 0 0 0 0 0 
_1.ptx 176 : 83460 926486 0 0 0 0 0 0 0 
_1.ptx 177 : 83460 21141755 0 0 0 11991 3383 0 0 
_1.ptx 179 : 83460 3142379 0 0 0 0 0 0 0 
_1.ptx 180 : 83460 924494 0 0 0 0 0 0 0 
_1.ptx 181 : 83460 23814002 238336 0 0 11991 3383 0 0 
_1.ptx 182 : 83460 3860336 0 0 0 0 0 0 0 
_1.ptx 183 : 83460 844936 0 0 0 0 0 0 0 
_1.ptx 184 : 83460 923164 0 0 0 0 0 0 0 
_1.ptx 185 : 83460 4351510 0 0 0 3767 3383 0 0 
_1.ptx 186 : 83460 843918 0 0 0 0 0 0 0 
_1.ptx 187 : 83460 921974 0 0 0 0 0 0 0 
_1.ptx 188 : 83460 8512781 0 0 0 63472 3383 0 0 
_1.ptx 189 : 83460 670423 0 0 0 0 0 0 0 
_1.ptx 190 : 83460 180373 0 0 0 0 0 0 1481 
_1.ptx 191 : 53670 433120 0 0 0 0 0 0 0 
_1.ptx 192 : 53670 162175 0 0 0 0 0 0 1899 
_1.ptx 194 : 26835 189176 0 0 0 0 0 0 0 
_1.ptx 196 : 26835 189145 0 0 0 0 0 0 0 
_1.ptx 197 : 26835 161904 0 0 0 0 0 0 0 
