kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 237 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 64 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 65 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 66 : 1024 19008 0 0 0 0 0 0 0 
_1.ptx 67 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 68 : 1024 11328 0 0 0 0 0 0 0 
_1.ptx 69 : 1024 7424 0 0 0 0 0 0 0 
_1.ptx 70 : 1024 282496 128 0 0 0 0 0 0 
_1.ptx 71 : 1024 8256 0 0 0 0 0 0 0 
_1.ptx 72 : 1024 144 0 0 0 0 0 0 1 
_1.ptx 74 : 1000 4048 0 0 0 0 0 0 0 
_1.ptx 75 : 1000 11280 0 0 0 0 0 0 0 
_1.ptx 76 : 1000 11000 0 0 0 0 0 0 0 
_1.ptx 77 : 1000 367160 8064 0 0 94 32 0 0 
_1.ptx 78 : 1000 354904 0 0 0 63 32 0 0 
_1.ptx 79 : 1000 11000 0 0 0 0 0 0 0 
_1.ptx 80 : 1000 3000 0 0 0 0 0 0 0 
_1.ptx 81 : 1000 17072 0 0 0 0 0 0 0 
_1.ptx 82 : 1000 11256 0 0 0 0 0 0 0 
_1.ptx 83 : 1000 6184 4000 0 0 32 32 0 0 
_1.ptx 85 : 1000 6416 0 0 0 0 0 0 0 
_1.ptx 86 : 1000 5448 0 0 0 0 0 0 0 
_1.ptx 87 : 1000 11160 0 0 0 0 0 0 0 
_1.ptx 88 : 1000 8392 1024 0 0 32 32 0 0 
_1.ptx 90 : 1000 6288 0 0 0 0 0 0 0 
_1.ptx 91 : 1000 7520 0 0 0 0 0 0 0 
_1.ptx 92 : 1000 11032 0 0 0 0 0 0 0 
_1.ptx 93 : 1000 7400 1024 0 0 32 32 0 0 
_1.ptx 96 : 1024 6208 0 0 0 0 0 0 0 
_1.ptx 112 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 113 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 114 : 2048 37888 0 0 0 0 0 0 0 
_1.ptx 115 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 116 : 2048 22528 0 0 0 0 0 0 0 
_1.ptx 117 : 2048 14336 0 0 0 0 0 0 0 
_1.ptx 118 : 2048 299008 0 0 0 0 0 0 0 
_1.ptx 119 : 2048 16512 0 0 0 0 0 0 0 
_1.ptx 120 : 2048 12000 0 0 0 0 0 0 2 
_1.ptx 121 : 48 288 0 0 0 0 0 0 0 
_1.ptx 124 : 2000 6000 0 0 0 0 0 0 0 
_1.ptx 125 : 2000 22032 0 0 0 0 0 0 0 
_1.ptx 126 : 2000 296752 0 0 0 64 64 0 0 
_1.ptx 127 : 2000 12000 0 0 0 0 0 0 0 
_1.ptx 128 : 2000 16032 0 0 0 0 0 0 0 
_1.ptx 129 : 2000 10860 0 0 0 0 0 0 32 
_1.ptx 131 : 211 809 0 0 0 0 0 0 0 
_1.ptx 132 : 211 2247 0 0 0 0 0 0 0 
_1.ptx 133 : 211 2356 0 0 0 0 0 0 0 
_1.ptx 134 : 211 50804 0 0 0 62 32 0 0 
_1.ptx 136 : 211 3939 0 0 0 69 32 0 0 
_1.ptx 137 : 211 1788 0 0 0 0 0 0 0 
_1.ptx 138 : 211 13 0 0 0 0 0 0 2 
_1.ptx 139 : 209 2352 0 0 0 0 0 0 0 
_1.ptx 140 : 209 4204 0 0 0 0 0 0 0 
_1.ptx 141 : 209 2318 0 0 0 0 0 0 0 
_1.ptx 142 : 209 2400 0 0 0 0 0 0 0 
_1.ptx 143 : 209 2369 0 0 0 0 0 0 0 
_1.ptx 144 : 209 2354 0 0 0 0 0 0 0 
_1.ptx 145 : 209 3446 0 0 0 0 0 0 0 
_1.ptx 146 : 209 1507 0 0 0 0 0 0 0 
_1.ptx 150 : 264 89445 21248 0 0 214 59 0 0 
_1.ptx 152 : 264 12190 0 0 0 0 0 0 0 
_1.ptx 154 : 264 2924 0 0 0 0 0 0 0 
_1.ptx 155 : 264 23638 0 0 0 128 59 0 0 
_1.ptx 156 : 264 1603 0 0 0 0 0 0 0 
_1.ptx 157 : 264 2156 0 0 0 0 0 0 0 
_1.ptx 158 : 264 0 0 0 0 0 0 0 0 
_1.ptx 160 : 264 1949 0 0 0 0 0 0 0 
_1.ptx 161 : 264 2670 0 0 0 0 0 0 0 
_1.ptx 162 : 264 2916 0 0 0 0 0 0 0 
_1.ptx 163 : 264 1596 0 0 0 0 0 0 0 
_1.ptx 164 : 264 58948 0 0 0 205 59 0 0 
_1.ptx 166 : 264 2642 0 0 0 0 0 0 0 
_1.ptx 167 : 264 2112 0 0 0 0 0 0 0 
_1.ptx 168 : 264 331 0 0 0 0 0 0 26 
_1.ptx 171 : 211 1279 0 0 0 0 0 0 0 
_1.ptx 172 : 211 1149 0 0 0 32 32 0 0 
_1.ptx 175 : 2048 12352 0 0 0 0 0 0 0 
_1.ptx 194 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 195 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 196 : 2048 37888 0 0 0 0 0 0 0 
_1.ptx 197 : 2048 12288 0 0 0 0 0 0 0 
_1.ptx 198 : 2048 22528 0 0 0 0 0 0 0 
